Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0003006~reproductive developmental process,10,5.813953488,0.001612958,"AMH, FOXL2, SFRP1, ALOX15B, HOXB13, FOXC1, WNT7A, WT1, BCL2L11, GJB2",141,262,13528,3.661956581,0.909756895,0.023533014,2.644389532
GOTERM_BP_FAT,GO:0001501~skeletal system development,11,6.395348837,0.001773341,"ALOX15, BMP2, TGFBR2, TFAP2A, PKD1, FOXC1, GAS1, EXT1, IGFBP3, WNT7A, RUNX2",141,319,13528,3.308388359,0.92896788,0.025594442,2.903707647
UP_SEQ_FEATURE,domain:Kazal-like 2,3,1.744186047,0.001817366,"RECK, TMEFF2, TMEFF1",158,8,19113,45.36313291,0.710254449,0.074500798,2.696076786
INTERPRO,"IPR013164:Cadherin, N-terminal",5,2.906976744,0.001882212,"PCDH10, PCDH9, PCDH8, PCDHGC3, PCDH17",152,58,16659,9.448162432,0.478923827,0.052872526,2.539482788
INTERPRO,"IPR000742:EGF-like, type 3",8,4.651162791,0.001963763,"NOTCH3, TMEFF2, TMEFF1, FBLN1, THBD, FAT1, CNTNAP2, SLIT2",152,194,16659,4.51953337,0.493448814,0.050972673,2.648148051
UP_SEQ_FEATURE,sequence variant,117,68.02325581,0.001991906,"CDX2, PPP2R5C, PDLIM4, PDX1, GATA4, UNC5D, UNC5C, PHOX2A, LRRC4, RECK, TMEFF1, DAB2IP, L3MBTL4, NKX2-8, BASP1, AJAP1, WNK2, CDO1, PROX1, ASCL1, ADAMTS9, THBD, ALOX15B, TFAP2A, EXT1, BIN1, FAM172A, CAMTA1, PLXNC1, CAV1, ONECUT1, PANX2, AKAP12, HOXB13, ITGB3, WT1, EPHB2, PLAGL1, AHRR, LHX4, TCF4, RUNX2, GNAT1, BMP2, TGFBR2, CPNE7, C2ORF40, SFRP5, NTRK3, NOTCH3, SALL4, PRICKLE1, THSD1, SFRP2, SFRP4, FABP3, TNK1, ZFHX3, KLF4, DLEC1, OPCML, FOXA2, LXN, NUAK1, POU6F2, PPARG, PAX6, PAX5, CBFA2T3, SRPX, GSN, CNTNAP2, SEMA3B, EGR2, TTF1, PCDH8, SLIT2, PRKCB, DAPK1, AMH, EYA4, ALOX15, DACT1, PLA2G7, SRGAP3, FOXC1, RBM38, CUX1, RAP1GAP, FHL1, PCDHGC3, ALDH1A2, SHISA3, FAT1, PLEKHO1, PKD1, SH2B3, PLCD1, ETV6, TES, FOXL2, FLT3, KL, TNFSF9, CLDN23, GJB2, DKK3, FBLN1, RPS6KA2, RASSF1, IRF8, AKR1B1, DSC3, PTCH1, SYNM, IGFBP3, WNT7A",158,11992,19113,1.180228275,0.742784404,0.076766391,2.951405052
GOTERM_BP_FAT,GO:0032535~regulation of cellular component size,10,5.813953488,0.002031426,"NTRK3, NDRG4, GSN, FHL1, PPARG, TNK1, SCGB3A1, GREM1, WNT7A, TP73",141,271,13528,3.540341786,0.951679694,0.028988083,3.319637062
GOTERM_BP_FAT,GO:0009991~response to extracellular stimulus,9,5.23255814,0.002050629,"ALDH1A2, CAV1, BMP2, SFRP2, GSN, PPARG, TGFBR2, PTCH1, KLF4",141,220,13528,3.924951644,0.953045433,0.028981126,3.350517967
GOTERM_BP_FAT,GO:0035113~embryonic appendage morphogenesis,6,3.488372093,0.002069365,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,87,13528,6.616776718,0.954340714,0.028967847,3.380637634
GOTERM_BP_FAT,GO:0030326~embryonic limb morphogenesis,6,3.488372093,0.002069365,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,87,13528,6.616776718,0.954340714,0.028967847,3.380637634
GOTERM_BP_FAT,GO:0001701~in utero embryonic development,8,4.651162791,0.002358578,"CDX2, SALL4, GATA4, HOPX, PKD1, FOXC1, BCL2L11, FOXD3",141,176,13528,4.361057382,0.970354134,0.032647925,3.844467955
INTERPRO,IPR006210:EGF-like,8,4.651162791,0.002398479,"NOTCH3, TMEFF2, TMEFF1, FBLN1, THBD, FAT1, CNTNAP2, SLIT2",152,201,16659,4.362136685,0.564330185,0.057621143,3.225511176
KEGG_PATHWAY,hsa04950:Maturity onset diabetes of the young,4,2.325581395,0.002450912,"ONECUT1, FOXA2, PAX6, PDX1",57,25,5085,14.27368421,0.168100802,0.087914917,2.542518907
GOTERM_BP_FAT,GO:0048562~embryonic organ morphogenesis,7,4.069767442,0.002583075,"FOXL2, GATA4, TGFBR2, TFAP2A, GAS1, ZIC1, PROX1",141,133,13528,5.04964539,0.978800149,0.035375584,4.203064254
GOTERM_BP_FAT,GO:0016055~Wnt receptor signaling pathway,7,4.069767442,0.002583075,"SFRP5, DKK3, DACT1, SFRP1, SFRP2, SFRP4, WNT7A",141,133,13528,5.04964539,0.978800149,0.035375584,4.203064254
GOTERM_BP_FAT,GO:0009612~response to mechanical stimulus,5,2.906976744,0.002660349,"CAV1, BMP2, TGFBR2, PKD1, PTCH1",141,56,13528,8.566362715,0.981111489,0.036084713,4.326204984
KEGG_PATHWAY,hsa04360:Axon guidance,7,4.069767442,0.002724266,"PLXNC1, SRGAP3, SEMA3B, UNC5D, UNC5C, SLIT2, EPHB2",57,129,5085,4.840881273,0.185025741,0.065925971,2.822433712
SMART,SM00112:CA,7,4.069767442,0.002884939,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",120,108,9079,4.903780864,0.237822795,0.065640536,3.119623284
SP_PIR_KEYWORDS,signal transduction,4,2.325581395,0.002934997,"GNAT1, PLXNC1, PLCD1, PPP2R2C",159,35,19235,13.82569632,0.483843508,0.034208828,3.685465894
SP_PIR_KEYWORDS,egf-like domain,8,4.651162791,0.002961182,"NOTCH3, TMEFF2, TMEFF1, FBLN1, THBD, FAT1, CNTNAP2, SLIT2",159,230,19235,4.207820618,0.486884562,0.032812324,3.717775889
GOTERM_BP_FAT,GO:0030855~epithelial cell differentiation,7,4.069767442,0.002996797,"ONECUT1, FOXA2, PPARG, PAX6, HOXB13, PROX1, WT1",141,137,13528,4.902210488,0.988574778,0.040196688,4.860627225
GOTERM_BP_FAT,GO:0016331~morphogenesis of embryonic epithelium,5,2.906976744,0.003024577,"ALDH1A2, TFAP2A, PCDH8, PTCH1, PDX1",141,58,13528,8.270970898,0.989039406,0.040200962,4.904627575
SP_PIR_KEYWORDS,phosphoprotein,78,45.34883721,0.003057779,"ZNF292, CDX2, FOXA2, NUAK1, PPP2R5C, PPARG, PDLIM4, PDX1, CBFA2T3, GSN, GATA4, CNTNAP2, UNC5D, UNC5C, TMEFF1, DAB2IP, SOX11, TTF1, BASP1, AJAP1, WNK2, CDO1, PROX1, BCL2L11, DAPK1, PRKCB, DOK1, EYA4, SRGAP3, TFAP2A, FOXC1, BIN1, CUX1, CAMTA1, CAV1, PLXNC1, RAP1GAP, VIM, AKAP12, ITGB3, PCDHGC3, EPHB2, HIC1, ALDH1A2, NDRG4, FAT1, PYCARD, PLEKHO1, PKD1, SH2B3, ETV6, TCF4, PPP2R2C, RUNX2, RUNX3, TES, GNAT1, DNMT3A, FLT3, KL, TGFBR2, TP73, CLDN23, GJB2, NTRK3, NOTCH3, PRICKLE1, RPS6KA2, SFRP2, RASSF1, AKR1B1, DSC3, FABP3, TNK1, SYNM, IGFBP3, ZFHX3, KLF4",159,7263,19235,1.299192859,0.497949353,0.032279631,3.836879083
UP_SEQ_FEATURE,domain:EGF-like 1,6,3.488372093,0.003133534,"NOTCH3, FBLN1, THBD, FAT1, CNTNAP2, SLIT2",158,120,19113,6.048417722,0.882025534,0.111959714,4.606091484
GOTERM_MF_FAT,GO:0043566~structure-specific DNA binding,7,4.069767442,0.003232406,"KLF6, CDX2, FOXA2, NKX2-8, WT1, KLF4, FOXD3",130,145,12983,4.82127321,0.559182099,0.07864728,4.126348771
GOTERM_BP_FAT,GO:0009952~anterior/posterior pattern formation,7,4.069767442,0.003336102,"ALDH1A2, FOXA2, SFRP1, SFRP2, GATA4, PAX6, PCDH8",141,140,13528,4.797163121,0.993119765,0.04386559,5.396744624
GOTERM_BP_FAT,GO:0009611~response to wounding,14,8.139534884,0.003385219,"KLF6, BMP2, FOXA2, KL, TGFBR2, HOXB13, ITGB3, CDO1, TP73, NOTCH3, ALOX15, THBD, GSN, PLA2G7",141,530,13528,2.534350328,0.99360688,0.044109488,5.474115163
GOTERM_BP_FAT,GO:0009953~dorsal/ventral pattern formation,5,2.906976744,0.003421484,"FOXA2, PAX6, PTCH1, GAS1, WNT7A",141,60,13528,7.995271868,0.993944281,0.044186528,5.53120337
GOTERM_BP_FAT,GO:0035108~limb morphogenesis,6,3.488372093,0.00362987,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,99,13528,5.814743176,0.995565524,0.046417514,5.858615811
GOTERM_BP_FAT,GO:0035107~appendage morphogenesis,6,3.488372093,0.00362987,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,99,13528,5.814743176,0.995565524,0.046417514,5.858615811
INTERPRO,IPR001092:Basic helix-loop-helix dimerisation region bHLH,6,3.488372093,0.003808247,"ASCL1, AHRR, EBF3, ID4, TCF4, TWIST2",152,114,16659,5.768351801,0.732909769,0.084249425,5.076116145
GOTERM_BP_FAT,GO:0040012~regulation of locomotion,8,4.651162791,0.003824294,"ONECUT1, ALOX15B, PAX6, ITGB3, UNC5C, GREM1, IGFBP3, SLIT2",141,192,13528,3.997635934,0.996684417,0.04843239,6.163130437
GOTERM_BP_FAT,GO:0001558~regulation of cell growth,8,4.651162791,0.004047473,"NTRK3, PPARG, TNK1, SCGB3A1, HTRA3, GREM1, IGFBP3, TP73",141,194,13528,3.956423192,0.99762551,0.050760927,6.511540199
GOTERM_BP_FAT,GO:0060173~limb development,6,3.488372093,0.004299551,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,103,13528,5.588927907,0.998371577,0.053394659,6.903603011
GOTERM_BP_FAT,GO:0048736~appendage development,6,3.488372093,0.004299551,"ALDH1A2, SALL4, PTCH1, GAS1, GREM1, WNT7A",141,103,13528,5.588927907,0.998371577,0.053394659,6.903603011
GOTERM_BP_FAT,GO:0021954~central nervous system neuron development,4,2.325581395,0.004319904,"ASCL1, SOX1, LHX6, EPHB2",141,32,13528,11.9929078,0.998420425,0.053198766,6.935190135
GOTERM_BP_FAT,GO:0051153~regulation of striated muscle cell differentiation,4,2.325581395,0.004319904,"HOPX, PROX1, IGFBP3, ZFHX3",141,32,13528,11.9929078,0.998420425,0.053198766,6.935190135
GOTERM_BP_FAT,GO:0031667~response to nutrient levels,8,4.651162791,0.004400616,"ALDH1A2, CAV1, BMP2, GSN, PPARG, TGFBR2, PTCH1, KLF4",141,197,13528,3.896173093,0.998600147,0.05372471,7.060357288
GOTERM_BP_FAT,GO:0051149~positive regulation of muscle cell differentiation,3,1.744186047,0.004531843,"HOPX, IGFBP3, ZFHX3",141,10,13528,28.78297872,0.99884977,0.054837375,7.263523227
GOTERM_BP_FAT,GO:0042063~gliogenesis,5,2.906976744,0.004565588,"ASCL1, EGR2, GSN, SOX11, SLIT2",141,65,13528,7.380250955,0.998906424,0.054791374,7.315699376
GOTERM_BP_FAT,GO:0021537~telencephalon development,5,2.906976744,0.004565588,"ASCL1, PAX6, LHX6, ID4, TP73",141,65,13528,7.380250955,0.998906424,0.054791374,7.315699376
GOTERM_BP_FAT,GO:0048754~branching morphogenesis of a tube,5,2.906976744,0.004565588,"BMP2, FOXA2, TGFBR2, HOXB13, GREM1",141,65,13528,7.380250955,0.998906424,0.054791374,7.315699376
GOTERM_BP_FAT,GO:0007398~ectoderm development,8,4.651162791,0.004648685,"FOXA2, PAX6, TFAP2A, HOXB13, PTCH1, WNT7A, KLF4, RUNX3",141,199,13528,3.857015574,0.999034332,0.055318365,7.444067582
GOTERM_BP_FAT,GO:0045665~negative regulation of neuron differentiation,4,2.325581395,0.004716281,"NOTCH3, FOXA2, PAX6, ID4",141,33,13528,11.62948635,0.999127268,0.055658422,7.54836548
GOTERM_BP_FAT,GO:0007548~sex differentiation,7,4.069767442,0.004825413,"AMH, FOXL2, FOXC1, WNT7A, WT1, BCL2L11, GJB2",141,151,13528,4.447700906,0.999258822,0.056466244,7.716519766
GOTERM_BP_FAT,GO:0030030~cell projection organization,11,6.395348837,0.004926807,"EGR2, ONECUT1, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,368,13528,2.867869257,0.99936322,0.057173206,7.872492731
GOTERM_BP_FAT,GO:0030850~prostate gland development,3,1.744186047,0.005501488,"SFRP1, ALOX15B, HOXB13",141,11,13528,26.16634429,0.999730744,0.063154496,8.751846768
GOTERM_BP_FAT,GO:0001657~ureteric bud development,4,2.325581395,0.005573213,"BMP2, FOXC1, GREM1, SLIT2",141,35,13528,10.96494428,0.999758179,0.063465951,8.861042054
GOTERM_BP_FAT,GO:0008361~regulation of cell size,8,4.651162791,0.005600817,"NTRK3, NDRG4, FHL1, PPARG, TNK1, SCGB3A1, GREM1, TP73",141,206,13528,3.725951938,0.999767977,0.063288811,8.903034316
GOTERM_BP_FAT,GO:0035270~endocrine system development,5,2.906976744,0.005647787,"ALDH1A2, ONECUT1, FOXA2, PAX6, PDX1",141,69,13528,6.95241032,0.999783746,0.06332512,8.974444348
GOTERM_BP_FAT,GO:0048534~hemopoietic or lymphoid organ development,9,5.23255814,0.005648546,"KLF6, ONECUT1, FLT3, IRF8, PPARG, TGFBR2, SH2B3, IRF4, BCL2L11",141,260,13528,3.32111293,0.999783992,0.062861845,8.975598084
GOTERM_BP_FAT,GO:0007155~cell adhesion,16,9.302325581,0.005900574,"PLXNC1, OPCML, PCDH10, PCDH9, PCDH8, ITGB3, PCDHGC3, AJAP1, PCDH17, CLDN23, BCL2L11, SRPX, FAT1, DSC3, PKD1, CNTNAP2",141,700,13528,2.192988855,0.99985194,0.065096704,9.357864585
GOTERM_BP_FAT,GO:0022610~biological adhesion,16,9.302325581,0.005976712,"PLXNC1, OPCML, PCDH10, PCDH9, PCDH8, ITGB3, PCDHGC3, AJAP1, PCDH17, CLDN23, BCL2L11, SRPX, FAT1, DSC3, PKD1, CNTNAP2",141,701,13528,2.189860483,0.999867909,0.065428189,9.473050702
UP_SEQ_FEATURE,domain:EGF-like 2,5,2.906976744,0.005988178,"NOTCH3, THBD, FAT1, CNTNAP2, SLIT2",158,88,19113,6.873201956,0.983264242,0.193679591,8.62910577
GOTERM_BP_FAT,GO:0048705~skeletal system morphogenesis,6,3.488372093,0.006121177,"TGFBR2, TFAP2A, PKD1, GAS1, WNT7A, RUNX2",141,112,13528,5.139817629,0.99989363,0.066473879,9.691228869
GOTERM_BP_FAT,GO:0032101~regulation of response to external stimulus,7,4.069767442,0.006182799,"NTRK3, CAV1, PPARG, TGFBR2, HOPX, GREM1, SLIT2",141,159,13528,4.223917213,0.999903016,0.066638268,9.784142769
GOTERM_BP_FAT,GO:0050678~regulation of epithelial cell proliferation,5,2.906976744,0.006247956,"NKX2-8, PAX6, PTCH1, GAS1, RUNX3",141,71,13528,6.756567775,0.999912043,0.066836868,9.882288519
GOTERM_BP_FAT,GO:0060420~regulation of heart growth,3,1.744186047,0.006557208,"GATA4, TGFBR2, PROX1",141,12,13528,23.9858156,0.999944682,0.069540351,10.34674964
GOTERM_BP_FAT,GO:0001503~ossification,6,3.488372093,0.006833274,"ALOX15, BMP2, FOXC1, EXT1, IGFBP3, RUNX2",141,115,13528,5.00573543,0.999963439,0.071860439,10.75946728
GOTERM_BP_FAT,GO:0007498~mesoderm development,5,2.906976744,0.007225377,"AMH, FOXC1, EXT1, KLF4, SLIT2",141,74,13528,6.482652866,0.9999797,0.075309632,11.34259278
GOTERM_BP_FAT,GO:0001763~morphogenesis of a branching structure,5,2.906976744,0.007225377,"BMP2, FOXA2, TGFBR2, HOXB13, GREM1",141,74,13528,6.482652866,0.9999797,0.075309632,11.34259278
GOTERM_BP_FAT,GO:0051147~regulation of muscle cell differentiation,4,2.325581395,0.007551883,"HOPX, PROX1, IGFBP3, ZFHX3",141,39,13528,9.840334606,0.999987565,0.078045181,11.82542898
GOTERM_BP_FAT,GO:0021510~spinal cord development,4,2.325581395,0.007551883,"PHOX2A, ASCL1, LHX4, PROX1",141,39,13528,9.840334606,0.999987565,0.078045181,11.82542898
UP_SEQ_FEATURE,DNA-binding region:Fork-head,4,2.325581395,0.00759855,"FOXL2, FOXA2, FOXC1, FOXD3",158,49,19113,9.874967709,0.994452303,0.228731424,10.8281381
GOTERM_BP_FAT,GO:0021879~forebrain neuron differentiation,3,1.744186047,0.007697144,"SOX1, PAX6, LHX6",141,13,13528,22.14075286,0.999990002,0.078945897,12.03944438
GOTERM_BP_FAT,GO:0008045~motor axon guidance,3,1.744186047,0.007697144,"EGR2, LHX4, SLIT2",141,13,13528,22.14075286,0.999990002,0.078945897,12.03944438
GOTERM_BP_FAT,GO:0016337~cell-cell adhesion,9,5.23255814,0.00799351,"FAT1, PCDH10, DSC3, PCDH9, PKD1, PCDH8, PCDHGC3, PCDH17, CLDN23",141,276,13528,3.128584644,0.999993593,0.081313038,12.47457502
GOTERM_BP_FAT,GO:0002520~immune system development,9,5.23255814,0.00799351,"KLF6, ONECUT1, FLT3, IRF8, PPARG, TGFBR2, SH2B3, IRF4, BCL2L11",141,276,13528,3.128584644,0.999993593,0.081313038,12.47457502
GOTERM_BP_FAT,GO:0001704~formation of primary germ layer,4,2.325581395,0.008103222,"FOXA2, FOXC1, KLF4, SLIT2",141,40,13528,9.594326241,0.999994567,0.081830378,12.63514199
GOTERM_BP_FAT,GO:0021953~central nervous system neuron differentiation,4,2.325581395,0.008103222,"ASCL1, SOX1, LHX6, EPHB2",141,40,13528,9.594326241,0.999994567,0.081830378,12.63514199
UP_SEQ_FEATURE,compositionally biased region:Poly-Gln,6,3.488372093,0.008223096,"ASCL1, CDX2, PROX1, ZFHX3, RUNX2, TP73",158,151,19113,4.80668958,0.996386505,0.234912981,11.66760894
GOTERM_BP_FAT,GO:0030334~regulation of cell migration,7,4.069767442,0.00824883,"ONECUT1, ALOX15B, PAX6, ITGB3, UNC5C, GREM1, IGFBP3",141,169,13528,3.973981283,0.999995634,0.082686322,12.84781678
INTERPRO,"IPR002350:Proteinase inhibitor I1, Kazal",4,2.325581395,0.008334251,"RECK, TMEFF2, TMEFF1, HTRA3",152,46,16659,9.530320366,0.944741577,0.165550795,10.79809878
GOTERM_BP_FAT,GO:0021904~dorsal/ventral neural tube patterning,3,1.744186047,0.008919464,"FOXA2, PTCH1, GAS1",141,14,13528,20.55927052,0.999998407,0.08853833,13.82108
GOTERM_BP_FAT,GO:0060348~bone development,6,3.488372093,0.009012346,"ALOX15, BMP2, FOXC1, EXT1, IGFBP3, RUNX2",141,123,13528,4.680159142,0.999998614,0.088833344,13.95506713
INTERPRO,"IPR018122:Transcription factor, fork head, conserved site",4,2.325581395,0.009372123,"FOXL2, FOXA2, FOXC1, FOXD3",152,48,16659,9.133223684,0.961536511,0.174404021,12.06435155
INTERPRO,"IPR001766:Transcription factor, fork head",4,2.325581395,0.009372123,"FOXL2, FOXA2, FOXC1, FOXD3",152,48,16659,9.133223684,0.961536511,0.174404021,12.06435155
SP_PIR_KEYWORDS,metal-binding,37,21.51162791,0.009442596,"ZNF292, NUAK1, FHL1, PPARG, PDLIM4, CBFA2T3, ZIC1, WT1, HIC1, PLAGL1, GATA5, ZNF185, GATA4, LHX4, PLCD1, LHX6, CYGB, TES, DNMT3A, KLF6, EGR2, TGFBR2, CDO1, CACNA2D3, TP73, PRKCB, EYA4, ALOX15, ADAMTS9, SALL4, PRICKLE1, RPS6KA2, EBF3, ALOX15B, RASSF1, ZFHX3, KLF4",159,2972,19235,1.506079806,0.881717384,0.092471982,11.41488062
GOTERM_BP_FAT,GO:0021872~generation of neurons in the forebrain,3,1.744186047,0.010222367,"SOX1, PAX6, LHX6",141,15,13528,19.18865248,0.999999776,0.09955036,15.68280005
GOTERM_BP_FAT,GO:0014003~oligodendrocyte development,3,1.744186047,0.010222367,"ASCL1, GSN, SOX11",141,15,13528,19.18865248,0.999999776,0.09955036,15.68280005
GOTERM_BP_FAT,GO:0045137~development of primary sexual characteristics,6,3.488372093,0.010264018,"AMH, FOXL2, FOXC1, WT1, BCL2L11, GJB2",141,127,13528,4.532752555,0.999999789,0.099292076,15.74168659
INTERPRO,IPR001881:EGF-like calcium-binding,5,2.906976744,0.011317281,"NOTCH3, FBLN1, THBD, FAT1, SLIT2",152,96,16659,5.708264803,0.98051491,0.196504466,14.39278125
INTERPRO,"IPR018097:EGF-like calcium-binding, conserved site",5,2.906976744,0.011317281,"NOTCH3, FBLN1, THBD, FAT1, SLIT2",152,96,16659,5.708264803,0.98051491,0.196504466,14.39278125
GOTERM_BP_FAT,GO:0030097~hemopoiesis,8,4.651162791,0.011406316,"KLF6, ONECUT1, FLT3, IRF8, PPARG, TGFBR2, SH2B3, IRF4",141,236,13528,3.25231398,0.999999962,0.1090739,17.34170668
GOTERM_BP_FAT,GO:0001829~trophectodermal cell differentiation,3,1.744186047,0.011604079,"CDX2, HOPX, FOXD3",141,16,13528,17.9893617,0.999999972,0.110165078,17.61579696
GOTERM_BP_FAT,GO:0002521~leukocyte differentiation,6,3.488372093,0.01163015,"KLF6, ONECUT1, FLT3, PPARG, TGFBR2, IRF4",141,131,13528,4.394347897,0.999999973,0.10970571,17.65186742
INTERPRO,IPR000152:EGF-type aspartate/asparagine hydroxylation conserved site,5,2.906976744,0.011722775,"NOTCH3, FBLN1, THBD, FAT1, SLIT2",152,97,16659,5.649416712,0.983093243,0.193248063,14.87091903
GOTERM_BP_FAT,GO:0040007~growth,7,4.069767442,0.011918102,"NOTCH3, BMP2, NDRG4, GSN, FHL1, FOXC1, GAS1",141,183,13528,3.669960857,0.999999983,0.111578408,18.04926546
UP_SEQ_FEATURE,domain:PLAT,3,1.744186047,0.01270959,"ALOX15, ALOX15B, PKD1",158,21,19113,17.28119349,0.999835188,0.326953648,17.48468567
GOTERM_BP_FAT,GO:0032583~regulation of gene-specific transcription,6,3.488372093,0.012732605,"BMP2, FOXA2, GATA4, PPARG, IRF4, PROX1",141,134,13528,4.295966974,0.999999995,0.118045174,19.16361185
GOTERM_BP_FAT,GO:0031018~endocrine pancreas development,3,1.744186047,0.013062852,"ONECUT1, FOXA2, PDX1",141,17,13528,16.93116395,0.999999997,0.120192008,19.61136264
GOTERM_BP_FAT,GO:0035282~segmentation,4,2.325581395,0.013361606,"EGR2, SFRP1, SFRP2, PCDH8",141,48,13528,7.995271868,0.999999998,0.122035682,20.01440622
INTERPRO,IPR000024:Frizzled cysteine-rich domain,3,1.744186047,0.013933992,"SFRP1, SFRP2, SFRP4",152,20,16659,16.43980263,0.992211178,0.215534969,17.43501406
GOTERM_BP_FAT,GO:0042060~wound healing,7,4.069767442,0.014466933,"NOTCH3, KLF6, THBD, FOXA2, GSN, TGFBR2, ITGB3",141,191,13528,3.516245219,1,0.13071565,21.48913358
UP_SEQ_FEATURE,domain:Helix-loop-helix motif,5,2.906976744,0.014556922,"ASCL1, AHRR, ID4, TCF4, TWIST2",158,114,19113,5.30562958,0.999953966,0.352203945,19.77429453
GOTERM_BP_FAT,GO:0033993~response to lipid,3,1.744186047,0.014596967,"PPARG, TGFBR2, FABP3",141,18,13528,15.99054374,1,0.131030556,21.66093495
GOTERM_BP_FAT,GO:0048701~embryonic cranial skeleton morphogenesis,3,1.744186047,0.014596967,"TGFBR2, TFAP2A, GAS1",141,18,13528,15.99054374,1,0.131030556,21.66093495
GOTERM_BP_FAT,GO:0016202~regulation of striated muscle tissue development,4,2.325581395,0.014917242,"GATA4, TGFBR2, IGFBP3, ZFHX3",141,50,13528,7.675460993,1,0.132931954,22.08257722
GOTERM_BP_FAT,GO:0051270~regulation of cell motion,7,4.069767442,0.015159193,"ONECUT1, ALOX15B, PAX6, ITGB3, UNC5C, GREM1, IGFBP3",141,193,13528,3.479807445,1,0.134156912,22.39969177
GOTERM_BP_FAT,GO:0030308~negative regulation of cell growth,5,2.906976744,0.015224589,"PPARG, TNK1, SCGB3A1, GREM1, TP73",141,92,13528,5.21430774,1,0.133911237,22.48519496
SP_PIR_KEYWORDS,calcium,14,8.139534884,0.015260792,"PCDH10, PCDH9, PCDH8, PCDHGC3, CACNA2D3, PCDH17, PRKCB, GJB2, AHRR, FBLN1, GSN, FAT1, DSC3, PLCD1",159,803,19235,2.109150434,0.968574893,0.139671703,17.83707313
GOTERM_CC_FAT,GO:0005576~extracellular region,27,15.69767442,0.015286972,"TMEFF2, BMP2, KL, TNFSF9, GREM1, SLIT2, C2ORF40, SFRP5, AMH, DKK3, ADAMTS9, FBLN1, THBD, THSD1, SFRP1, GSN, SFRP2, SFRP4, AKR1B1, PLA2G7, SEMA3B, HTRA3, SCGB3A1, CMTM3, WNT7A, IGFBP3, FAM172A",109,2010,12782,1.575215665,0.918814496,0.566995081,17.02276571
SP_PIR_KEYWORDS,alternative initiation,4,2.325581395,0.015719276,"DOK1, CAV1, GSN, WT1",159,64,19235,7.560927673,0.971701038,0.1380334,18.32444913
GOTERM_BP_FAT,GO:0048634~regulation of muscle development,4,2.325581395,0.015731846,"GATA4, TGFBR2, IGFBP3, ZFHX3",141,51,13528,7.524961758,1,0.137282014,23.14541624
UP_SEQ_FEATURE,mutagenesis site,27,15.69767442,0.015918977,"NUAK1, CBFA2T3, WT1, HIC1, AHRR, PLEKHO1, ETV6, TES, DNMT3A, DAB2IP, FOXL2, EGR2, TGFBR2, AJAP1, CDO1, TP73, DAPK1, DOK1, ALOX15, SFRP1, PRICKLE1, AKR1B1, PLA2G7, TFAP2A, FOXC1, EXT1, CUX1",158,2045,19113,1.597137198,0.999982052,0.365764468,21.42431069
GOTERM_BP_FAT,GO:0007530~sex determination,3,1.744186047,0.016204733,"AMH, FOXL2, WT1",141,19,13528,15.14893617,1,0.140322242,23.75614012
GOTERM_BP_FAT,GO:0035272~exocrine system development,3,1.744186047,0.016204733,"PAX6, FOXC1, PDX1",141,19,13528,15.14893617,1,0.140322242,23.75614012
SMART,SM00181:EGF,8,4.651162791,0.016357461,"NOTCH3, TMEFF2, TMEFF1, FBLN1, THBD, FAT1, CNTNAP2, SLIT2",120,201,9079,3.011276949,0.787819051,0.266599372,16.55006538
UP_SEQ_FEATURE,site:Breakpoint for translocation to form PAX5-ETV6,2,1.162790698,0.01636156,"PAX5, ETV6",158,2,19113,120.9683544,0.999986788,0.361973365,21.95360794
UP_SEQ_FEATURE,site:Cleavage; by caspase-3,3,1.744186047,0.016438015,"PLEKHO1, UNC5D, UNC5C",158,24,19113,15.1210443,0.999987469,0.352170356,22.0447049
SP_PIR_KEYWORDS,isopeptide bond,8,4.651162791,0.016473485,"FOXL2, RPS6KA2, TFAP2A, CBFA2T3, WT1, KLF4, TP73, HIC1",159,319,19235,3.033851856,0.976184138,0.138858236,19.12039197
SMART,SM00353:HLH,6,3.488372093,0.01682638,"ASCL1, AHRR, EBF3, ID4, TCF4, TWIST2",120,114,9079,3.982017544,0.797119441,0.233450734,16.98543333
GOTERM_BP_FAT,GO:0043583~ear development,5,2.906976744,0.016942263,"GAS1, CUX1, ZIC1, PROX1, BCL2L11",141,95,13528,5.04964539,1,0.145434495,24.69955011
PIR_SUPERFAMILY,PIRSF003028:TF_GATA_4/5/6,2,1.162790698,0.01696482,"GATA5, GATA4",64,2,7396,115.5625,0.727573974,0.478055533,16.47736673
PIR_SUPERFAMILY,PIRSF003028:transcription factor GATA-4/5/6 types,2,1.162790698,0.01696482,"GATA5, GATA4",64,2,7396,115.5625,0.727573974,0.478055533,16.47736673
